Executed MPI Program,Number of MPI Processes,Execution Time (ms),Memory Usage (KB)
hotstuff.c,5,126.11,1428
hotstuff.c,5,126.13,1428
hotstuff.c,5,125.72,1428
hotstuff.c,5,127.06,1424
hotstuff.c,5,126.17,1428
hotstuff.c,5,125.58,1408
hotstuff.c,5,126.07,1428
hotstuff.c,5,126.09,1424
hotstuff.c,5,126.44,1428
hotstuff.c,5,127.11,1428
hotstuff.c,5,125.76,1428
hotstuff.c,5,126.42,1404
hotstuff.c,5,125.71,1428
hotstuff.c,5,126.53,1428
hotstuff.c,5,126.12,1428
hotstuff.c,5,126.53,1408
hotstuff.c,5,126.79,1428
hotstuff.c,5,126.36,1424
hotstuff.c,5,126.19,1420
hotstuff.c,5,126.15,1428
hotstuff.c,5,126.72,1424
hotstuff.c,5,127.02,1416
hotstuff.c,5,126.26,1428
hotstuff.c,5,126.19,1404
hotstuff.c,5,126.39,1428
hotstuff.c,5,126.27,1428
hotstuff.c,5,125.95,1408
hotstuff.c,5,128.29,1424
hotstuff.c,5,126.20,1412
hotstuff.c,5,126.22,1424
hotstuff.c,5,126.25,1424
hotstuff.c,5,126.95,1424
hotstuff.c,5,126.58,1424
hotstuff.c,5,125.91,1424
hotstuff.c,5,126.28,1424
hotstuff.c,5,126.96,1424
hotstuff.c,5,126.53,1428
hotstuff.c,5,126.17,1424
hotstuff.c,5,125.97,1428
hotstuff.c,5,126.53,1424
hotstuff.c,5,126.19,1428
hotstuff.c,5,126.61,1424
hotstuff.c,5,125.63,1412
hotstuff.c,5,125.99,1412
hotstuff.c,5,126.60,1416
hotstuff.c,5,127.73,1420
hotstuff.c,5,126.60,1424
hotstuff.c,5,126.38,1424
hotstuff.c,5,126.34,1428
hotstuff.c,5,126.45,1420
hotstuff.c,5,127.17,1428
hotstuff.c,5,126.22,1428
hotstuff.c,5,126.45,1424
hotstuff.c,5,125.77,1408
hotstuff.c,5,125.64,1424
hotstuff.c,5,126.50,1428
hotstuff.c,5,126.12,1424
hotstuff.c,5,126.42,1428
hotstuff.c,5,126.70,1424
hotstuff.c,5,126.40,1424
hotstuff.c,5,126.68,1424
hotstuff.c,5,126.88,1424
hotstuff.c,5,125.93,1424
hotstuff.c,5,126.21,1416
hotstuff.c,6,126.51,1428
hotstuff.c,6,126.36,1424
hotstuff.c,6,126.34,1428
hotstuff.c,6,127.98,1428
hotstuff.c,6,126.42,1428
hotstuff.c,6,127.12,1408
hotstuff.c,6,126.92,1420
hotstuff.c,6,126.47,1428
hotstuff.c,6,126.96,1424
hotstuff.c,6,131.68,1416
hotstuff.c,6,127.56,1424
hotstuff.c,6,126.92,1428
hotstuff.c,6,127.06,1424
hotstuff.c,6,126.23,1424
hotstuff.c,6,126.58,1428
hotstuff.c,6,127.09,1408
hotstuff.c,6,127.24,1424
hotstuff.c,6,126.45,1420
hotstuff.c,6,126.89,1424
hotstuff.c,6,126.40,1428
hotstuff.c,6,126.02,1428
hotstuff.c,6,126.48,1424
hotstuff.c,6,126.09,1424
hotstuff.c,6,126.96,1420
hotstuff.c,6,126.66,1408
hotstuff.c,6,126.26,1424
hotstuff.c,6,126.76,1428
hotstuff.c,6,126.19,1424
hotstuff.c,6,126.59,1424
hotstuff.c,6,126.29,1428
hotstuff.c,6,126.55,1428
hotstuff.c,6,126.90,1416
hotstuff.c,6,126.93,1424
hotstuff.c,6,125.22,1428
hotstuff.c,6,126.67,1424
hotstuff.c,6,126.60,1424
hotstuff.c,6,126.87,1428
hotstuff.c,6,126.65,1416
hotstuff.c,6,127.89,1424
hotstuff.c,6,126.24,1424
hotstuff.c,6,126.21,1424
hotstuff.c,6,126.48,1416
hotstuff.c,6,126.52,1412
hotstuff.c,6,125.94,1424
hotstuff.c,6,125.57,1424
hotstuff.c,6,125.77,1428
hotstuff.c,6,127.93,1428
hotstuff.c,6,126.35,1408
hotstuff.c,6,126.70,1424
hotstuff.c,6,126.75,1424
hotstuff.c,6,126.21,1420
hotstuff.c,6,126.49,1424
hotstuff.c,6,127.21,1424
hotstuff.c,6,126.91,1428
hotstuff.c,6,126.67,1424
hotstuff.c,6,126.23,1424
hotstuff.c,6,126.61,1428
hotstuff.c,6,126.84,1420
hotstuff.c,6,125.79,1428
hotstuff.c,6,126.57,1428
hotstuff.c,6,125.93,1428
hotstuff.c,6,126.38,1416
hotstuff.c,6,127.00,1424
hotstuff.c,6,126.77,1424
hotstuff.c,6,125.71,1424
hotstuff.c,6,125.79,1424
hotstuff.c,6,126.62,1412
hotstuff.c,6,126.10,1424
hotstuff.c,6,126.94,1424
hotstuff.c,6,126.20,1424
hotstuff.c,6,126.20,1412
hotstuff.c,6,127.00,1428
hotstuff.c,6,126.61,1412
hotstuff.c,6,126.03,1428
hotstuff.c,6,125.95,1428
hotstuff.c,6,126.13,1424
hotstuff.c,6,125.71,1428
hotstuff.c,6,126.21,1428
hotstuff.c,6,126.42,1420
hotstuff.c,6,126.89,1428
hotstuff.c,6,125.85,1412
hotstuff.c,6,126.46,1428
hotstuff.c,6,126.35,1404
hotstuff.c,6,124.94,1420
hotstuff.c,6,127.26,1424
hotstuff.c,6,128.16,1424
hotstuff.c,6,126.11,1428
hotstuff.c,6,126.73,1424
hotstuff.c,6,125.77,1428
hotstuff.c,6,126.37,1420
hotstuff.c,6,126.35,1428
hotstuff.c,6,126.97,1424
hotstuff.c,6,127.89,1424
hotstuff.c,6,126.28,1420
hotstuff.c,6,127.36,1428
hotstuff.c,6,127.40,1428
hotstuff.c,6,126.39,1428
hotstuff.c,6,127.31,1408
hotstuff.c,6,182.46,1408
hotstuff.c,6,127.15,1424
hotstuff.c,7,126.14,1408
hotstuff.c,7,128.31,1428
hotstuff.c,7,126.50,1428
hotstuff.c,7,125.88,1424
hotstuff.c,7,125.36,1428
hotstuff.c,7,126.22,1420
hotstuff.c,7,126.00,1428
hotstuff.c,7,125.70,1408
hotstuff.c,7,126.15,1416
hotstuff.c,7,126.06,1420
hotstuff.c,7,126.43,1428
hotstuff.c,7,126.33,1428
hotstuff.c,7,124.20,1428
hotstuff.c,7,126.68,1428
hotstuff.c,7,126.42,1428
hotstuff.c,7,125.71,1428
hotstuff.c,7,125.89,1428
hotstuff.c,7,126.51,1424
hotstuff.c,7,126.31,1428
hotstuff.c,7,125.97,1424
hotstuff.c,7,126.41,1428
hotstuff.c,7,126.72,1428
hotstuff.c,7,125.45,1428
hotstuff.c,7,126.56,1420
hotstuff.c,7,126.02,1428
hotstuff.c,7,126.59,1424
hotstuff.c,7,126.11,1424
hotstuff.c,7,125.47,1416
hotstuff.c,7,126.43,1420
hotstuff.c,7,125.25,1424
hotstuff.c,7,126.51,1428
hotstuff.c,7,126.20,1428
hotstuff.c,7,125.90,1424
hotstuff.c,7,126.34,1428
hotstuff.c,7,126.68,1428
hotstuff.c,7,132.93,1424
hotstuff.c,7,127.48,1416
hotstuff.c,7,127.31,1404
hotstuff.c,7,126.29,1408
hotstuff.c,7,126.12,1408
hotstuff.c,7,132.59,1428
hotstuff.c,7,125.86,1424
hotstuff.c,7,126.98,1424
hotstuff.c,7,125.85,1428
hotstuff.c,7,127.19,1424
hotstuff.c,7,127.35,1428
hotstuff.c,7,128.83,1428
hotstuff.c,7,126.54,1428
hotstuff.c,7,126.59,1428
hotstuff.c,7,126.16,1428
hotstuff.c,7,126.33,1408
hotstuff.c,7,125.94,1424
hotstuff.c,7,126.25,1408
hotstuff.c,7,126.41,1412
hotstuff.c,7,126.23,1424
hotstuff.c,7,126.17,1424
hotstuff.c,7,126.13,1428
hotstuff.c,7,127.27,1424
hotstuff.c,7,126.09,1420
hotstuff.c,7,126.31,1428
hotstuff.c,7,125.97,1424
hotstuff.c,7,126.43,1428
hotstuff.c,7,125.84,1424
hotstuff.c,7,126.47,1428
hotstuff.c,7,126.42,1416
hotstuff.c,7,126.62,1428
hotstuff.c,7,125.78,1412
hotstuff.c,7,126.39,1428
hotstuff.c,7,126.55,1428
hotstuff.c,7,125.99,1428
hotstuff.c,7,125.85,1424
hotstuff.c,7,126.27,1428
hotstuff.c,7,125.81,1428
hotstuff.c,7,127.11,1428
hotstuff.c,7,126.48,1428
hotstuff.c,7,125.68,1428
hotstuff.c,7,126.28,1412
hotstuff.c,7,126.50,1424
hotstuff.c,7,125.18,1428
hotstuff.c,7,126.52,1428
hotstuff.c,7,126.44,1424
hotstuff.c,7,126.56,1424
hotstuff.c,7,126.46,1416
hotstuff.c,7,125.77,1428
hotstuff.c,7,128.20,1424
hotstuff.c,7,126.46,1412
hotstuff.c,7,126.01,1424
hotstuff.c,7,125.78,1428
hotstuff.c,7,126.79,1412
hotstuff.c,7,126.05,1428
hotstuff.c,7,126.15,1428
hotstuff.c,7,126.15,1424
hotstuff.c,7,127.18,1424
hotstuff.c,7,126.03,1428
hotstuff.c,7,126.58,1416
hotstuff.c,7,126.42,1424
hotstuff.c,7,126.45,1424
hotstuff.c,7,126.96,1424
hotstuff.c,7,125.63,1424
hotstuff.c,7,126.53,1428
hotstuff.c,8,126.40,1416
hotstuff.c,8,125.80,1424
hotstuff.c,8,126.65,1428
hotstuff.c,8,126.73,1424
hotstuff.c,8,126.09,1416
hotstuff.c,8,126.27,1412
hotstuff.c,8,125.94,1420
hotstuff.c,8,126.04,1428
hotstuff.c,8,126.62,1416
hotstuff.c,8,125.44,1424
hotstuff.c,8,126.95,1416
hotstuff.c,8,125.97,1408
hotstuff.c,8,126.13,1416
hotstuff.c,8,125.71,1428
hotstuff.c,8,126.50,1416
hotstuff.c,8,142.10,1428
hotstuff.c,8,127.42,1420
hotstuff.c,8,127.31,1428
hotstuff.c,8,127.10,1420
hotstuff.c,8,127.30,1412
hotstuff.c,8,125.88,1424
hotstuff.c,8,126.66,1428
hotstuff.c,8,127.03,1428
hotstuff.c,8,126.88,1424
hotstuff.c,8,129.96,1428
hotstuff.c,8,127.76,1416
hotstuff.c,8,126.09,1428
hotstuff.c,8,126.33,1424
hotstuff.c,8,126.42,1424
hotstuff.c,8,125.70,1408
hotstuff.c,8,125.98,1424
hotstuff.c,8,126.44,1416
hotstuff.c,8,125.53,1428
hotstuff.c,8,208.09,1424
hotstuff.c,8,125.57,1428
hotstuff.c,8,126.10,1424
hotstuff.c,8,127.22,1428
hotstuff.c,8,125.76,1412
hotstuff.c,8,126.57,1428
hotstuff.c,8,126.93,1416
hotstuff.c,8,126.29,1424
hotstuff.c,8,126.42,1416
hotstuff.c,8,125.84,1424
hotstuff.c,8,128.27,1404
hotstuff.c,8,125.94,1412
hotstuff.c,8,126.36,1428
hotstuff.c,8,125.35,1424
hotstuff.c,8,126.52,1428
hotstuff.c,8,126.52,1424
hotstuff.c,8,126.10,1408
hotstuff.c,8,126.32,1428
hotstuff.c,8,126.28,1428
hotstuff.c,8,126.02,1428
hotstuff.c,8,126.36,1424
hotstuff.c,8,126.27,1420
hotstuff.c,8,126.36,1412
hotstuff.c,8,125.74,1424
hotstuff.c,8,126.63,1408
hotstuff.c,8,126.85,1420
hotstuff.c,8,126.17,1428
hotstuff.c,8,125.83,1428
hotstuff.c,8,126.17,1428
hotstuff.c,8,126.25,1424
hotstuff.c,8,126.56,1428
hotstuff.c,8,125.77,1428
hotstuff.c,8,126.65,1420
hotstuff.c,8,125.80,1424
hotstuff.c,8,126.46,1424
hotstuff.c,8,126.88,1424
hotstuff.c,8,126.91,1424
hotstuff.c,8,126.29,1424
hotstuff.c,8,125.66,1428
hotstuff.c,8,126.51,1428
hotstuff.c,8,127.04,1428
hotstuff.c,8,126.64,1424
hotstuff.c,8,126.40,1424
hotstuff.c,8,126.34,1428
hotstuff.c,8,126.57,1404
hotstuff.c,8,126.70,1424
hotstuff.c,8,126.15,1424
hotstuff.c,8,125.77,1428
hotstuff.c,8,126.38,1424
hotstuff.c,8,125.84,1408
hotstuff.c,8,125.74,1412
hotstuff.c,8,126.93,1428
hotstuff.c,8,126.55,1428
hotstuff.c,8,126.38,1424
hotstuff.c,8,126.41,1424
hotstuff.c,8,126.98,1428
hotstuff.c,8,126.96,1412
hotstuff.c,8,126.75,1424
hotstuff.c,8,125.79,1428
hotstuff.c,8,128.82,1424
hotstuff.c,8,126.43,1424
hotstuff.c,8,125.81,1428
hotstuff.c,8,126.78,1416
hotstuff.c,8,127.72,1412
hotstuff.c,8,127.81,1424
hotstuff.c,8,126.14,1424
hotstuff.c,8,127.17,1428
hotstuff.c,9,125.61,1428
hotstuff.c,9,126.59,1424
hotstuff.c,9,127.86,1428
hotstuff.c,9,126.92,1428
hotstuff.c,9,126.95,1412
hotstuff.c,9,128.82,1424
hotstuff.c,9,126.78,1424
hotstuff.c,9,125.84,1420
hotstuff.c,9,126.62,1412
hotstuff.c,9,126.53,1408
hotstuff.c,9,128.23,1424
hotstuff.c,9,127.34,1424
hotstuff.c,9,126.92,1428
hotstuff.c,9,125.80,1428
hotstuff.c,9,126.22,1428
hotstuff.c,9,126.69,1420
hotstuff.c,9,125.81,1420
hotstuff.c,9,126.35,1412
hotstuff.c,9,127.07,1420
hotstuff.c,9,126.56,1424
hotstuff.c,9,127.05,1428
hotstuff.c,9,126.29,1424
hotstuff.c,9,126.93,1424
hotstuff.c,9,125.09,1416
hotstuff.c,9,126.50,1424
hotstuff.c,9,126.68,1412
hotstuff.c,9,126.53,1428
hotstuff.c,9,126.70,1424
hotstuff.c,9,126.33,1424
hotstuff.c,9,126.11,1424
hotstuff.c,9,126.60,1428
hotstuff.c,9,126.63,1420
hotstuff.c,9,127.22,1416
hotstuff.c,9,126.94,1412
hotstuff.c,9,127.03,1412
hotstuff.c,9,127.04,1428
hotstuff.c,9,127.39,1424
hotstuff.c,9,127.48,1428
hotstuff.c,9,127.53,1424
hotstuff.c,9,127.29,1428
hotstuff.c,9,127.46,1424
hotstuff.c,9,126.74,1424
hotstuff.c,9,126.41,1428
hotstuff.c,9,126.59,1424
hotstuff.c,9,127.59,1420
hotstuff.c,9,145.61,1424
hotstuff.c,9,127.12,1424
hotstuff.c,9,127.50,1428
hotstuff.c,9,126.72,1428
hotstuff.c,9,128.05,1412
hotstuff.c,9,127.66,1428
hotstuff.c,9,126.53,1428
hotstuff.c,9,126.67,1424
hotstuff.c,9,126.81,1428
hotstuff.c,9,126.05,1428
hotstuff.c,9,127.48,1428
hotstuff.c,9,127.10,1408
hotstuff.c,9,126.12,1424
hotstuff.c,9,126.28,1424
hotstuff.c,9,126.39,1424
hotstuff.c,9,127.02,1424
hotstuff.c,9,126.31,1424
hotstuff.c,9,128.47,1428
hotstuff.c,9,126.83,1428
hotstuff.c,9,126.21,1424
hotstuff.c,9,127.04,1428
hotstuff.c,9,127.33,1424
hotstuff.c,9,126.36,1428
hotstuff.c,9,127.27,1420
hotstuff.c,9,128.78,1424
hotstuff.c,9,127.29,1420
hotstuff.c,9,126.67,1428
hotstuff.c,9,126.19,1428
hotstuff.c,9,126.35,1412
hotstuff.c,9,126.06,1428
hotstuff.c,9,126.02,1420
hotstuff.c,9,126.47,1424
hotstuff.c,9,126.42,1428
hotstuff.c,9,126.42,1424
hotstuff.c,9,126.04,1408
hotstuff.c,9,125.99,1428
hotstuff.c,9,126.39,1428
hotstuff.c,9,126.74,1428
hotstuff.c,9,127.67,1416
hotstuff.c,9,126.31,1428
hotstuff.c,9,126.39,1416
hotstuff.c,9,126.24,1428
hotstuff.c,9,126.03,1424
hotstuff.c,9,126.08,1424
hotstuff.c,9,127.25,1408
hotstuff.c,9,126.25,1428
hotstuff.c,9,126.19,1424
hotstuff.c,9,127.38,1416
hotstuff.c,9,126.14,1428
hotstuff.c,9,126.73,1424
hotstuff.c,9,127.00,1424
hotstuff.c,9,126.05,1428
hotstuff.c,9,127.04,1428
hotstuff.c,9,126.58,1408
hotstuff.c,9,126.05,1424
hotstuff.c,10,126.68,1424
hotstuff.c,10,126.09,1424
hotstuff.c,10,125.83,1428
hotstuff.c,10,125.64,1428
hotstuff.c,10,126.53,1424
hotstuff.c,10,126.80,1428
hotstuff.c,10,126.13,1424
hotstuff.c,10,126.93,1428
hotstuff.c,10,126.42,1424
hotstuff.c,10,126.64,1428
hotstuff.c,10,126.35,1420
hotstuff.c,10,126.14,1408
hotstuff.c,10,126.32,1420
hotstuff.c,10,125.75,1428
hotstuff.c,10,126.96,1428
hotstuff.c,10,126.45,1428
hotstuff.c,10,126.31,1416
hotstuff.c,10,126.31,1428
hotstuff.c,10,127.16,1424
hotstuff.c,10,142.45,1428
hotstuff.c,10,126.79,1428
hotstuff.c,10,126.74,1428
hotstuff.c,10,126.95,1424
hotstuff.c,10,130.40,1428
hotstuff.c,10,126.91,1428
hotstuff.c,10,125.83,1408
hotstuff.c,10,127.75,1428
hotstuff.c,10,126.54,1412
hotstuff.c,10,125.51,1428
hotstuff.c,10,125.25,1424
hotstuff.c,10,126.09,1428
hotstuff.c,10,125.83,1424
hotstuff.c,10,126.73,1404
hotstuff.c,10,125.96,1412
hotstuff.c,10,126.80,1424
hotstuff.c,10,126.58,1428
hotstuff.c,10,126.51,1428
hotstuff.c,10,125.49,1424
hotstuff.c,10,126.56,1424
hotstuff.c,10,126.79,1428
hotstuff.c,10,126.49,1404
hotstuff.c,10,126.76,1424
hotstuff.c,10,126.54,1428
hotstuff.c,10,126.84,1420
hotstuff.c,10,127.02,1428
hotstuff.c,10,126.88,1428
hotstuff.c,10,128.58,1428
hotstuff.c,10,126.49,1424
hotstuff.c,10,127.05,1428
hotstuff.c,10,127.40,1424
hotstuff.c,10,126.72,1424
hotstuff.c,10,126.61,1428
hotstuff.c,10,126.57,1428
hotstuff.c,10,125.96,1424
hotstuff.c,10,126.74,1428
hotstuff.c,10,126.86,1416
hotstuff.c,10,125.94,1428
hotstuff.c,10,126.28,1428
hotstuff.c,10,126.33,1428
hotstuff.c,10,126.55,1420
hotstuff.c,10,126.65,1428
hotstuff.c,10,126.94,1424
hotstuff.c,10,127.43,1424
hotstuff.c,10,126.21,1408
hotstuff.c,10,126.58,1428
hotstuff.c,10,127.17,1428
hotstuff.c,10,126.48,1420
hotstuff.c,10,126.19,1424
hotstuff.c,10,126.24,1424
hotstuff.c,10,126.10,1428
hotstuff.c,10,126.82,1424
hotstuff.c,10,126.52,1428
hotstuff.c,10,125.91,1424
hotstuff.c,10,126.25,1412
hotstuff.c,10,126.78,1424
hotstuff.c,10,127.10,1424
hotstuff.c,10,127.22,1424
hotstuff.c,10,127.14,1424
hotstuff.c,10,126.51,1424
hotstuff.c,10,126.90,1424
hotstuff.c,10,125.98,1428
hotstuff.c,10,126.57,1428
hotstuff.c,10,126.73,1420
hotstuff.c,10,126.04,1428
hotstuff.c,10,127.22,1416
hotstuff.c,10,126.39,1424
hotstuff.c,10,126.61,1420
hotstuff.c,10,125.62,1424
hotstuff.c,10,126.14,1416
hotstuff.c,10,126.06,1420
hotstuff.c,10,125.41,1428
hotstuff.c,10,126.78,1424
hotstuff.c,10,126.02,1424
hotstuff.c,10,126.46,1416
hotstuff.c,10,127.47,1424
hotstuff.c,10,126.30,1424
hotstuff.c,10,125.91,1424
hotstuff.c,10,126.56,1408
hotstuff.c,10,126.25,1424
hotstuff.c,10,126.53,1420
